0,22387,0,6.209744267,0,,0.153333333,0.993333333
0,22388,2.82843,6.209744267,0,,0.173333333,
0,22430,6.40312,6.209744267,0,,0.146666667,
0,22431,8.06226,6.209744267,0,,,
0,22432,7.81025,6.209744267,0,,,
0,22433,17.088,6.209744267,0,,,
0,22434,10,6.209744267,1,,,
0,22435,13,6.209744267,0,,,
0,22436,10,6.209744267,0,,,
0,22437,6.08276,6.209744267,0,,,
0,22438,6.7082,6.209744267,1,,,
0,22439,4.47214,6.209744267,0,,,
0,22440,7.2111,6.209744267,0,,,
0,22441,4.24264,6.209744267,0,,,
0,22442,7.28011,6.209744267,0,,,
0,22443,5.38516,6.209744267,0,,,
0,22444,6.32456,6.209744267,0,,,
0,22445,7.28011,6.209744267,0,,,
0,22446,3.16228,6.209744267,0,,,
0,22447,0,6.209744267,1,,,
0,22448,3,6.209744267,0,,,
0,22449,5.09902,6.209744267,0,,,
0,22450,1,6.209744267,0,,,
0,22451,2.23607,6.209744267,0,,,
0,22452,2,6.209744267,0,,,
0,22453,8.544,6.209744267,1,,,
0,22504,0,6.209744267,0,,,
0,22505,5.09902,6.209744267,0,,,
0,22506,3,6.209744267,0,,,
0,22507,5.65685,6.209744267,0,,,
0,22508,10.7703,6.209744267,0,,,
0,22509,5.38516,6.209744267,0,,,
0,22510,1,6.209744267,0,,,
0,22511,3,6.209744267,0,,,
0,22512,8.544,6.209744267,0,,,
0,22513,14.1421,6.209744267,0,,,
0,22514,10.4403,6.209744267,0,,,
0,22515,4.12311,6.209744267,1,,,
0,22516,5.09902,6.209744267,0,,,
0,22517,5.09902,6.209744267,0,,,
0,22518,2.23607,6.209744267,0,,,
0,22519,3.60555,6.209744267,0,,,
0,22520,5.83095,6.209744267,0,,,
0,22521,8.06226,6.209744267,0,,,
0,22522,6.08276,6.209744267,0,,,
0,22523,1.41421,6.209744267,0,,,
0,22524,5,6.209744267,0,,,
0,22525,12.0416,6.209744267,0,,,
0,22526,3.16228,6.209744267,0,,,
0,22527,3,6.209744267,0,,,
0,22528,1,6.209744267,0,,,
0,22529,2.23607,6.209744267,0,,,
0,22530,0,6.209744267,0,,,
0,22531,8,6.209744267,0,,,
0,22532,3,6.209744267,0,,,
0,22533,2.23607,6.209744267,0,,,
0,22534,5,6.209744267,1,,,
0,22535,5,6.209744267,1,,,
0,22536,1,6.209744267,0,,,
